"Manufacturer","Model_Name","CPU","Display_Size","Operating_System","RAM","GPU","Screen_Resolution","Price_in_USD","Page","Product_Link"
"ASUS","A407UF-BV073T","NVIDIA","17""","WINDOWS","16GB","ARM","2560 x 1440","489.53","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv073t-14-hd-intel-core-i3-7020u-4gb-256gb-ssd-nvidia-geforce-mx130-2gb-win-10-star-grey_10597197/101326398.html"
"ASUS","A407UF-BV073T","ARM","13""","WINDOWS","16GB","INTEL","3840 x 2160","489.53","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv073t-14-hd-intel-core-i3-7020u-4gb-256gb-ssd-nvidia-geforce-mx130-2gb-win-10-star-grey_10597197/101326398.html"
"ASUS","A407UF-BV073T","ARM","14""","WINDOWS","8GB","ARM","7680 x 4320","489.53","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv073t-14-hd-intel-core-i3-7020u-4gb-256gb-ssd-nvidia-geforce-mx130-2gb-win-10-star-grey_10597197/101326398.html"
"ASUS","A407UF-BV074T","INTEL","15.4""","LINUX","16GB","INTEL","1280 x 720","489.53","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv074t-14-hd-intel-core-i3-7020u-4gb-256gb-ssd-nvidia-geforce-mx130-2gb-win-10-icicle-gold_10597209/101326424.html"
"ASUS","A407UF-BV074T","ARM","15.6""","WINDOWS","8GB","AMD","1280 x 720","489.53","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv074t-14-hd-intel-core-i3-7020u-4gb-256gb-ssd-nvidia-geforce-mx130-2gb-win-10-icicle-gold_10597209/101326424.html"
"ASUS","A407UF-BV074T","ARM","14""","LINUX","32GB","ARM","3840 x 2160","500.79","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv074t-14-hd-intel-core-i3-7020u-4gb-256gb-ssd-nvidia-geforce-mx130-2gb-win-10-icicle-gold_10597209/101326424.html"
"ASUS","A407UF-BV073T","NVIDIA","17""","WINDOWS","4GB","ARM","2560 x 1440","500.79","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv073t-14-hd-intel-core-i3-7020u-4gb-256gb-ssd-nvidia-geforce-mx130-2gb-win-10-star-grey_10597197/101326398.html"
"ASUS","A407UF-BV074T","NVIDIA","13""","WINDOWS","4GB","INTEL","1920 x 1080","500.79","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv074t-14-hd-intel-core-i3-7020u-4gb-256gb-ssd-nvidia-geforce-mx130-2gb-win-10-icicle-gold_10597209/101326424.html"
"ASUS","A407UF-BV073T","INTEL","15.4""","WINDOWS","4GB","AMD","3840 x 2160","500.79","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv073t-14-hd-intel-core-i3-7020u-4gb-256gb-ssd-nvidia-geforce-mx130-2gb-win-10-star-grey_10597197/101326398.html"
"ASUS","A407UF-BV073T","NVIDIA","14""","WINDOWS","32GB","INTEL","2560 x 1440","500.79","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv073t-14-hd-intel-core-i3-7020u-4gb-256gb-ssd-nvidia-geforce-mx130-2gb-win-10-star-grey_10597197/101326398.html"
"ASUS","A456UR-GA094D","ARM","17""","LINUX","4GB","AMD","2560 x 1440","504.15","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a456ur-ga094d-14-i5-7200u-nvidia-gt930mx-2gb-4gb-1tb-dos-notebook-white_744748/10096841.html"
"ASUS","A456UR-GA094D","NVIDIA","15.4""","LINUX","4GB","NVIDIA","7680 x 4320","504.15","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a456ur-ga094d-14-i5-7200u-nvidia-gt930mx-2gb-4gb-1tb-dos-notebook-white_744748/10096841.html"
"ASUS","A456UR-GA094D","ARM","15.4""","LINUX","12GB","NVIDIA","1280 x 720","504.15","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a456ur-ga094d-14-i5-7200u-nvidia-gt930mx-2gb-4gb-1tb-dos-notebook-white_744748/10096841.html"
"ASUS","P4410JF-WO039G","NVIDIA","15.6""","LINUX","12GB","NVIDIA","1920 x 1080","542.22","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-p4410jf-wo039g-14-i5-4210m-4gb-1tb-nvidia-930m-2gb-win7-pro-notebook-black_706830/10046757.html"
"ASUS","P4410JF-WO039G","NVIDIA","15.4""","WINDOWS","8GB","NVIDIA","7680 x 4320","542.22","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-p4410jf-wo039g-14-i5-4210m-4gb-1tb-nvidia-930m-2gb-win7-pro-notebook-black_706830/10046757.html"
"ASUS","P4410JF-WO039G","NVIDIA","17""","WINDOWS","16GB","ARM","1280 x 720","542.22","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-p4410jf-wo039g-14-i5-4210m-4gb-1tb-nvidia-930m-2gb-win7-pro-notebook-black_706830/10046757.html"
"ASUS","X505ZA-BR501T","INTEL","14""","LINUX","4GB","AMD","7680 x 4320","553.55","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-x505za-br501t-15-6-hd-amd-ryzen-r5-2500u-8gb-1tb-amd-radeon-vega-8-win-10-grey_10472183/101046143.html"
"ASUS","X505ZA-BR501T","INTEL","15.6""","LINUX","32GB","NVIDIA","7680 x 4320","553.55","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-x505za-br501t-15-6-hd-amd-ryzen-r5-2500u-8gb-1tb-amd-radeon-vega-8-win-10-grey_10472183/101046143.html"
"ASUS","X505ZA-BR501T","ARM","15.6""","WINDOWS","12GB","AMD","3840 x 2160","564.14","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-x505za-br501t-15-6-hd-amd-ryzen-r5-2500u-8gb-1tb-amd-radeon-vega-8-win-10-grey_10472183/101046143.html"
"ASUS","X505ZA-BR501T","INTEL","15.4""","LINUX","16GB","AMD","7680 x 4320","564.14","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-x505za-br501t-15-6-hd-amd-ryzen-r5-2500u-8gb-1tb-amd-radeon-vega-8-win-10-grey_10472183/101046143.html"
"ASUS","X505ZA-BR501T","ARM","14""","WINDOWS","12GB","NVIDIA","7680 x 4320","564.14","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-x505za-br501t-15-6-hd-amd-ryzen-r5-2500u-8gb-1tb-amd-radeon-vega-8-win-10-grey_10472183/101046143.html"
"ASUS","X505ZA-BR512T","INTEL","13""","LINUX","8GB","AMD","7680 x 4320","573.64","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-x505za-br512t-15-6-hd-amd-quad-core-r5-2500u-4gb-256gb-ssd-amd-radeon-vega-8-win-10-gold-metal_11061017/102326474.html"
"ASUS","X505ZA-BR512T","INTEL","15.4""","LINUX","32GB","AMD","2560 x 1440","573.64","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-x505za-br512t-15-6-hd-amd-quad-core-r5-2500u-4gb-256gb-ssd-amd-radeon-vega-8-win-10-gold-metal_11061017/102326474.html"
"ASUS","X505ZA-BR512T","INTEL","13""","LINUX","16GB","INTEL","1280 x 720","584.53","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-x505za-br512t-15-6-hd-amd-quad-core-r5-2500u-4gb-256gb-ssd-amd-radeon-vega-8-win-10-gold-metal_11061017/102326474.html"
"ASUS","X505ZA-BR512T","INTEL","14""","LINUX","32GB","AMD","1280 x 720","585.41","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-x505za-br512t-15-6-hd-amd-quad-core-r5-2500u-4gb-256gb-ssd-amd-radeon-vega-8-win-10-gold-metal_11061017/102326474.html"
"ASUS","A442UR-GA041T","INTEL","15.6""","WINDOWS","16GB","AMD","1280 x 720","587.16","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a442ur-ga041t-14-core-i5-8250u-4gb-1tb-nvidia-gt930mx-2gb-win-10-home-dark-grey_10094481/100219441.html"
"ASUS","A442UR-GA041T","INTEL","15.6""","WINDOWS","4GB","NVIDIA","7680 x 4320","587.16","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a442ur-ga041t-14-core-i5-8250u-4gb-1tb-nvidia-gt930mx-2gb-win-10-home-dark-grey_10094481/100219441.html"
"ASUS","A442UR-GA041T","ARM","13""","LINUX","4GB","ARM","3840 x 2160","587.16","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a442ur-ga041t-14-core-i5-8250u-4gb-1tb-nvidia-gt930mx-2gb-win-10-home-dark-grey_10094481/100219441.html"
"ASUS","A442UF-GA503T","NVIDIA","15.6""","WINDOWS","12GB","ARM","1280 x 720","591.84","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a442uf-ga503t-14-fhd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx130-2gb-win-10-home-gold_10670948/101492591.html"
"ASUS","A442UF-GA503T","NVIDIA","17""","LINUX","16GB","INTEL","1280 x 720","591.84","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a442uf-ga503t-14-fhd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx130-2gb-win-10-home-gold_10670948/101492591.html"
"ASUS","A407UF-BV511T","INTEL","15.6""","WINDOWS","8GB","AMD","1920 x 1080","593.74","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv511t-14-hd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx130-2gb-win-10-star-grey_10597285/101326679.html"
"ASUS","A407UF-BV512T","INTEL","15.6""","LINUX","12GB","INTEL","3840 x 2160","595.49","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv512t-14-hd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx130-2gb-win-10-icicle-gold_10597303/101326719.html"
"ASUS","A407UF-BV511T","ARM","13""","LINUX","16GB","ARM","3840 x 2160","595.49","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv511t-14-hd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx130-2gb-win-10-star-grey_10597285/101326679.html"
"ASUS","A407UF-BV512T","INTEL","13""","WINDOWS","12GB","NVIDIA","1280 x 720","595.49","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv512t-14-hd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx130-2gb-win-10-icicle-gold_10597303/101326719.html"
"ASUS","A407UF-BV511T","NVIDIA","13""","WINDOWS","4GB","AMD","3840 x 2160","595.49","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv511t-14-hd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx130-2gb-win-10-star-grey_10597285/101326679.html"
"ASUS","A442UR-GA041T","ARM","13""","LINUX","16GB","INTEL","1920 x 1080","599.36","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a442ur-ga041t-14-core-i5-8250u-4gb-1tb-nvidia-gt930mx-2gb-win-10-home-dark-grey_10094481/100219441.html"
"ASUS","A442UR-GA041T","INTEL","14""","LINUX","32GB","ARM","7680 x 4320","599.36","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a442ur-ga041t-14-core-i5-8250u-4gb-1tb-nvidia-gt930mx-2gb-win-10-home-dark-grey_10094481/100219441.html"
"ASUS","A442UR-GA041T","NVIDIA","13""","LINUX","16GB","INTEL","7680 x 4320","599.36","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a442ur-ga041t-14-core-i5-8250u-4gb-1tb-nvidia-gt930mx-2gb-win-10-home-dark-grey_10094481/100219441.html"
"ASUS","A442UR-GA041T","ARM","17""","LINUX","16GB","NVIDIA","3840 x 2160","599.36","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=11&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a442ur-ga041t-14-core-i5-8250u-4gb-1tb-nvidia-gt930mx-2gb-win-10-home-dark-grey_10094481/100219441.html"
"ASUS","A407UF-BV511T","NVIDIA","15.4""","LINUX","4GB","NVIDIA","3840 x 2160","606.45","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv511t-14-hd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx130-2gb-win-10-star-grey_10597285/101326679.html"
"ASUS","A407UF-BV512T","NVIDIA","17""","LINUX","16GB","ARM","3840 x 2160","606.45","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv512t-14-hd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx130-2gb-win-10-icicle-gold_10597303/101326719.html"
"ASUS","A407UF-BV511T","ARM","14""","LINUX","32GB","AMD","7680 x 4320","606.45","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv511t-14-hd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx130-2gb-win-10-star-grey_10597285/101326679.html"
"ASUS","A407UF-BV512T","NVIDIA","14""","LINUX","12GB","INTEL","1920 x 1080","606.45","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv512t-14-hd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx130-2gb-win-10-icicle-gold_10597303/101326719.html"
"ASUS","A407UF-BV512T","ARM","17""","WINDOWS","32GB","ARM","1920 x 1080","606.45","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv512t-14-hd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx130-2gb-win-10-icicle-gold_10597303/101326719.html"
"ASUS","A407UF-BV511T","NVIDIA","15.6""","LINUX","12GB","ARM","7680 x 4320","606.45","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv511t-14-hd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx130-2gb-win-10-star-grey_10597285/101326679.html"
"ASUS","A442UF-GA503T","INTEL","15.4""","WINDOWS","32GB","NVIDIA","3840 x 2160","607.11","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a442uf-ga503t-14-fhd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx130-2gb-win-10-home-gold_10670948/101492591.html"
"ASUS","A442UF-GA503T","INTEL","15.6""","LINUX","16GB","ARM","3840 x 2160","607.11","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a442uf-ga503t-14-fhd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx130-2gb-win-10-home-gold_10670948/101492591.html"
"ASUS","A442UF-GA503T","INTEL","15.4""","LINUX","16GB","AMD","1280 x 720","607.11","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a442uf-ga503t-14-fhd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx130-2gb-win-10-home-gold_10670948/101492591.html"
"ASUS","A407UF-BV532T","NVIDIA","15.6""","WINDOWS","4GB","AMD","3840 x 2160","611.28","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv532t-14-fhd-intel-core-i5-8520u-4gb-1tb-nvidia-geforce-mx-130-2gb-win-10-gold_11659821/103825127.html"
"ASUS","A407UF-BV531T","NVIDIA","15.4""","WINDOWS","4GB","ARM","3840 x 2160","611.28","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv531t-14-fhd-intel-core-i5-8520u-4gb-1tb-nvidia-geforce-mx-130-2gb-win-10-grey_11659793/103825036.html"
"ASUS","A407UF-BV531T","INTEL","14""","LINUX","4GB","INTEL","7680 x 4320","611.28","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv531t-14-fhd-intel-core-i5-8520u-4gb-1tb-nvidia-geforce-mx-130-2gb-win-10-grey_11659793/103825036.html"
"ASUS","A407UF-BV532T","ARM","15.6""","WINDOWS","32GB","AMD","7680 x 4320","611.28","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv532t-14-fhd-intel-core-i5-8520u-4gb-1tb-nvidia-geforce-mx-130-2gb-win-10-gold_11659821/103825127.html"
"ASUS","A407UF-BV532T","INTEL","17""","WINDOWS","12GB","AMD","7680 x 4320","620.7","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv532t-14-fhd-intel-core-i5-8520u-4gb-1tb-nvidia-geforce-mx-130-2gb-win-10-gold_11659821/103825127.html"
"ASUS","A507UF-BR532T","NVIDIA","15.6""","LINUX","32GB","AMD","1920 x 1080","620.7","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a507uf-br532t-15-6-fhd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx-130-2gb-win-10-gold_11660219/103825908.html"
"ASUS","A407UF-BV531T","INTEL","17""","LINUX","12GB","NVIDIA","1280 x 720","620.7","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv531t-14-fhd-intel-core-i5-8520u-4gb-1tb-nvidia-geforce-mx-130-2gb-win-10-grey_11659793/103825036.html"
"ASUS","A507UF-BR532T","ARM","14""","LINUX","12GB","ARM","7680 x 4320","620.7","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a507uf-br532t-15-6-fhd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx-130-2gb-win-10-gold_11660219/103825908.html"
"ASUS","A407UF-BV531T","NVIDIA","15.4""","LINUX","32GB","INTEL","1280 x 720","620.7","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv531t-14-fhd-intel-core-i5-8520u-4gb-1tb-nvidia-geforce-mx-130-2gb-win-10-grey_11659793/103825036.html"
"ASUS","A507UF-BR532T","ARM","14""","WINDOWS","4GB","ARM","2560 x 1440","620.7","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a507uf-br532t-15-6-fhd-intel-core-i5-8250u-4gb-1tb-nvidia-geforce-mx-130-2gb-win-10-gold_11660219/103825908.html"
"ASUS","A407UF-BV532T","NVIDIA","15.4""","LINUX","16GB","AMD","7680 x 4320","620.7","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv532t-14-fhd-intel-core-i5-8520u-4gb-1tb-nvidia-geforce-mx-130-2gb-win-10-gold_11659821/103825127.html"
"ASUS","A407UF-BV531T","INTEL","17""","LINUX","8GB","AMD","1280 x 720","620.7","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/asus-a407uf-bv531t-14-fhd-intel-core-i5-8520u-4gb-1tb-nvidia-geforce-mx-130-2gb-win-10-grey_11659793/103825036.html"
